ape_id,Clothes,Ears,Hat,Fur,Mouth,Eyes,Sum Rarity,Mean Rarity
ApeGang #9154,Hippie,,,Cheetah,,,2.94,2.94
ApeGang #9981,Military,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #9883,Grey Striped T-Shirt,,,Black,,,8.68,8.68
ApeGang #9864,,,Sombrero,Brown,,,44.28,22.14
ApeGang #9855,,,Chef's,Grey,,,10.030000000000001,5.015000000000001
ApeGang #9735,,,,Cream,,Closed,11.47,5.735
ApeGang #9706,Yellow NBA Jersey,,,Black,,,8.68,8.68
ApeGang #9688,Orange Striped T-Shirt,,,Grey,,,8.15,8.15
ApeGang #9654,,,,Cream,Grin Gold,,11.540000000000001,5.7700000000000005
ApeGang #9623,,,Crown,Cream,,,10.340000000000002,5.170000000000001
ApeGang #9614,Red Hawaiian Shirt,,,Tiger,,,5.17,5.17
ApeGang #9607,,,,Rainbow,,Round Glasses,5.43,2.715
ApeGang #9551,,,,Strong Dark Brown,Grillz,,14.740000000000002,7.370000000000001
ApeGang #9509,,,,Brown,,Rainbow Sunglasses,44.19,22.095
ApeGang #9505,,,Crown,White,,,5.91,2.955
ApeGang #9470,,,,Cheetah,Snake,,6.24,3.12
ApeGang #9446,Winter Coat,,,Zebra,,,4.81,4.81
ApeGang #9428,,,,Strong Dark Brown,Corn,,14.22,7.11
ApeGang #9355,,,,Cheetah,,Diving Mask,4.52,2.26
ApeGang #9353,,,,Tiger,,Round Glasses,8.649999999999999,4.324999999999999
ApeGang #9352,,,,Cream,Baby Pacifier,,11.82,5.91
ApeGang #9292,,,Joker Hair,Zebra,,,5.17,2.585
ApeGang #9272,,,,Brown,,Eye Patch,45.79,22.895
ApeGang #9260,,,Military Helmet,Red Devil,,,3.4,1.7
ApeGang #9253,,,Borsalino,Grey,,,10.25,5.125
ApeGang #9238,,Airpods,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #9193,,,Sushi Chef,Cream,,,10.260000000000002,5.130000000000001
ApeGang #9125,,,,Zebra,,Laser,6.4799999999999995,3.2399999999999998
ApeGang #9120,,,Halo,White,,,5.75,2.875
ApeGang #9013,,,,White,Oh,,6.879999999999999,3.4399999999999995
ApeGang #9012,Sheriff,,,Red Devil,,,1.6199999999999999,1.6199999999999999
ApeGang #8990,Fireman,,,Black,,,8.68,8.68
ApeGang #8970,Yellow NBA Jersey,,,Grey,,,8.15,8.15
ApeGang #8964,,,,Grey,,Strabismus,9.64,4.82
ApeGang #8958,,,Cowboy,Grey,,,9.99,4.995
ApeGang #8924,,,,Tiger,,Robot,7.83,3.915
ApeGang #8886,,,,Strong Dark Brown,,Closed,13.98,6.99
ApeGang #8855,,,,Grey,Baby Pacifier,,11.52,5.76
ApeGang #8846,,,,Strong Dark Brown,,3D Glasses,14.110000000000001,7.055000000000001
ApeGang #8790,,,,Zebra,Flames,,8.219999999999999,4.109999999999999
ApeGang #8787,,,Headphone,White,,,6.02,3.01
ApeGang #8777,,,Sushi Chef,Cheetah,,,4.75,2.375
ApeGang #8708,Fireman,,,Grey,,,8.15,8.15
ApeGang #8698,,,,Grey,Beard,,11.24,5.62
ApeGang #8623,,,Groom,Black,,,10.48,5.24
ApeGang #8594,,,Banana,Brown,,,44.15,22.075
ApeGang #8560,Winter Coat,,,Tiger,,,5.17,5.17
ApeGang #8547,,,,Strong Dark Brown,Flames,,14.370000000000001,7.1850000000000005
ApeGang #8528,Hotel Porter,,,Tiger,,,5.17,5.17
ApeGang #8511,,,Propeller,Red Devil,,,3.46,1.73
ApeGang #8503,,Diamond Stud,,Black,,,8.68,8.68
ApeGang #8495,,,,Strong Dark Brown,,Cyclops,12.790000000000001,6.3950000000000005
ApeGang #8467,,,Fireman,Cream,,,9.82,4.91
ApeGang #8460,,,,White,Mustache,,7.039999999999999,3.5199999999999996
ApeGang #8411,,,Brown Beanie,Strong Dark Brown,,,12.830000000000002,6.415000000000001
ApeGang #8406,,,,Cheetah,Corn,,6.199999999999999,3.0999999999999996
ApeGang #8358,,,Sushi Chef,Grey,,,9.96,4.98
ApeGang #8331,,,Halo,Strong Dark Brown,,,12.690000000000001,6.345000000000001
ApeGang #8298,,,,Grey,,Closed,11.17,5.585
ApeGang #8252,,,,Black,Grillz,,12.46,6.23
ApeGang #8250,Lumberjack,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #8242,,,Hotel Porter,White,,,5.66,2.83
ApeGang #8208,Red NBA Jersey,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #8186,,,,Brown,Oh,,45.29,22.645
ApeGang #8178,,,Viking Helmet,Tiger,,,7.04,3.52
ApeGang #8150,,,,Cream,,Gold Sunglasses,13.16,6.58
ApeGang #8047,,,Red NBA Headband,Zebra,,,6.83,3.415
ApeGang #7994,Lumberjack,,,Strong Dark Brown,,,10.96,10.96
ApeGang #7933,Winter Coat,,,Cheetah,,,2.94,2.94
ApeGang #7906,,,,Tiger,Snake,,8.47,4.235
ApeGang #7801,Mexican,,,Strong Dark Brown,,,10.96,10.96
ApeGang #7799,Purple Hoodie,,,Cheetah,,,2.94,2.94
ApeGang #7788,Fireman,,,Brown,,,42.43,42.43
ApeGang #7760,,,,Zebra,Yawn,,8.1,4.05
ApeGang #7757,,,,Rainbow,Grin Gold,,5.04,2.52
ApeGang #7752,Winter Coat,,,Brown,,,42.43,42.43
ApeGang #7727,,,,Cream,Snake,,11.750000000000002,5.875000000000001
ApeGang #7707,,,,White,,Hippie Glasses,7.43,3.715
ApeGang #7699,Blue Hoodie,,,Strong Dark Brown,,,10.96,10.96
ApeGang #7623,,Gold Hoop,,Tiger,,,5.17,5.17
ApeGang #7601,,,,Grey,,Diving Mask,9.73,4.865
ApeGang #7595,,,,Cheetah,,Monocle,6.34,3.17
ApeGang #7539,,,Flower Crown,Brown,,,44.41,22.205
ApeGang #7476,Mexican,,,Cheetah,,,2.94,2.94
ApeGang #7370,,,Fisherman,Zebra,,,6.79,3.395
ApeGang #7365,,,Magician,Cream,,,10.580000000000002,5.290000000000001
ApeGang #7362,Indian,,,Rainbow,,,1.95,1.95
ApeGang #7345,,,Flower Crown,Black,,,10.66,5.33
ApeGang #7292,,,Brown Beanie,Rainbow,,,3.8200000000000003,1.9100000000000001
ApeGang #7249,,,,White,Angry,,7.109999999999999,3.5549999999999997
ApeGang #7243,,,,Black,,Laser,10.35,5.175
ApeGang #7225,,,Pirate,Zebra,,,6.43,3.215
ApeGang #7194,,,Red NBA Headband,Cream,,,10.47,5.235
ApeGang #7182,Prison Jumpsuit,,,Black,,,8.68,8.68
ApeGang #7095,,,,Cream,Tongue Out,,11.610000000000001,5.805000000000001
ApeGang #7087,,,,White,,Robot,6.68,3.34
ApeGang #7071,,Gold Hoop,,Brown,,,42.43,42.43
ApeGang #7065,,,,Black,,3D Glasses,11.83,5.915
ApeGang #7061,Black Suit,,,Brown,,,42.43,42.43
ApeGang #7048,Lab Coat,,,Tiger,,,5.17,5.17
ApeGang #7014,,,,Cheetah,Joint,,6.1899999999999995,3.0949999999999998
ApeGang #6971,,,,Grey,,Black Sunglasses,12.68,6.34
ApeGang #6908,,,,Zebra,,Gold Sunglasses,9.52,4.76
ApeGang #6903,,,,Tiger,,Diving Mask,6.75,3.375
ApeGang #6898,,,Magician,Black,,,10.809999999999999,5.404999999999999
ApeGang #6866,,,,Black,Grin Rainbow,,11.95,5.975
ApeGang #6850,,,Headphone,Strong Dark Brown,,,12.96,6.48
ApeGang #6827,,,,Zebra,,Crazy,8.27,4.135
ApeGang #6820,,,Rabbit Ears,Brown,,,44.33,22.165
ApeGang #6780,,,,Grey,Covid Mask,,11.05,5.525
ApeGang #6769,Iron Man,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #6702,,,,Strong Dark Brown,Angry,,14.05,7.025
ApeGang #6697,,,Stuntman Helmet,Black,,,10.65,5.325
ApeGang #6676,,,,Cream,,Heart,11.750000000000002,5.875000000000001
ApeGang #6632,Red Hawaiian Shirt,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #4934,,,,Tiger,,Scar,8.64,4.32
ApeGang #6624,Cop,,,Black,,,8.68,8.68
ApeGang #6579,,,,Zebra,Beard,,7.8999999999999995,3.9499999999999997
ApeGang #6545,Lumberjack,,,Black,,,8.68,8.68
ApeGang #6499,,,Halo,Grey,,,9.88,4.94
ApeGang #6409,Magician,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #6395,,Diamond Stud,,Zombie,,,0.27999999999999997,0.27999999999999997
ApeGang #6379,Pirate,,,Black,,,8.68,8.68
ApeGang #6351,Hotel Porter,,,Grey,,,8.15,8.15
ApeGang #6344,Orange Striped T-Shirt,,,White,,,4.02,4.02
ApeGang #6338,,,Rabbit Ears,Zebra,,,6.709999999999999,3.3549999999999995
ApeGang #6314,,,Viking Helmet,Brown,,,44.3,22.15
ApeGang #6312,,,,Brown,,Sad,45.65,22.825
ApeGang #6282,,,,White,,Round Glasses,7.499999999999999,3.7499999999999996
ApeGang #6258,,,,Cream,Smoke Pipe,,11.56,5.78
ApeGang #6247,,,,Strong Dark Brown,Tongue Out,,14.120000000000001,7.0600000000000005
ApeGang #6241,,,,Cream,,Robot Glasses,10.940000000000001,5.470000000000001
ApeGang #6238,,,Military Helmet,Brown,,,44.21,22.105
ApeGang #6204,,Airpods,,Cheetah,,,2.94,2.94
ApeGang #6200,Hippie,,,Black,,,8.68,8.68
ApeGang #6169,Hotel Porter,,,Red Devil,,,1.6199999999999999,1.6199999999999999
ApeGang #6113,Nurse,,,Rainbow,,,1.95,1.95
ApeGang #6085,,,,Brown,Tongue Out,,45.59,22.795
ApeGang #6062,,,Horn,White,,,5.85,2.925
ApeGang #6057,,,,Zebra,,Heart,8.11,4.055
ApeGang #6051,,,War Bonnet,Tiger,,,6.91,3.455
ApeGang #5990,,,,Black,,Eye Patch,12.04,6.02
ApeGang #5981,Lab Coat,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #5905,Black Tank Top,,,Zebra,,,4.81,4.81
ApeGang #5872,,,Cowboy,Cheetah,,,4.779999999999999,2.3899999999999997
ApeGang #5824,,,,Brown,,Devil,44.06,22.03
ApeGang #5808,Mexican,,,Black,,,8.68,8.68
ApeGang #5686,,,,Tiger,,Gold Sunglasses,9.879999999999999,4.9399999999999995
ApeGang #5661,,,,Brown,,Diving Mask,44.01,22.005
ApeGang #5648,,,Nurse,Brown,,,44.269999999999996,22.134999999999998
ApeGang #5608,White Tank Top,,,Black,,,8.68,8.68
ApeGang #5571,,,,Rainbow,,Bruised,5.4,2.7
ApeGang #5564,Pimp Coat,,,Black,,,8.68,8.68
ApeGang #5480,,,,Grey,Smoke Pipe,,11.26,5.63
ApeGang #5412,,Diamond Stud,,White,,,4.02,4.02
ApeGang #5352,Banana Shirt,,,Brown,,,42.43,42.43
ApeGang #5336,,,Brown Beanie,Tiger,,,7.04,3.52
ApeGang #5118,,,,Brown,,Blind,43.87,21.935
ApeGang #5095,Orange Hawaiian Shirt ,,,Strong Dark Brown,,,10.96,10.96
ApeGang #5092,,,,Brown,Grin Rainbow,,45.7,22.85
ApeGang #5088,,,,Strong Dark Brown,,Eye Patch,14.32,7.16
ApeGang #5063,,,,Grey,,Robot,10.81,5.405
ApeGang #5026,,,,Black,,Diving Mask,10.26,5.13
ApeGang #4975,Hippie,,,Grey,,,8.15,8.15
ApeGang #4957,,,,Black,Oh,,11.54,5.77
ApeGang #4956,Nurse,,,Strong Dark Brown,,,10.96,10.96
ApeGang #4841,,,,Brown,,Bruised,45.88,22.94
ApeGang #4809,Groom,,,Black,,,8.68,8.68
ApeGang #4775,,,,Brown,Bubble Gum,,45.23,22.615
ApeGang #4750,,,Halo,Brown,,,44.16,22.08
ApeGang #4741,,Silver Hoop,,Brown,,,42.43,42.43
ApeGang #4676,,,,White,,Closed,7.039999999999999,3.5199999999999996
ApeGang #4661,,,,Zebra,Shocked,,7.9799999999999995,3.9899999999999998
ApeGang #4622,,,,Black,,Gold Sunglasses,13.39,6.695
ApeGang #4615,,,,Cream,Grillz,,12.23,6.115
ApeGang #4605,,,,Black,Mustache,,11.7,5.85
ApeGang #4598,,,,Tiger,Smoke Pipe,,8.28,4.14
ApeGang #4536,Pimp Coat,,,Cheetah,,,2.94,2.94
ApeGang #4532,,,,Brown,Cigarette,,45.66,22.83
ApeGang #4503,,,Party,Strong Dark Brown,,,12.760000000000002,6.380000000000001
ApeGang #4346,,,,Rainbow,,Gold Sunglasses,6.66,3.33
ApeGang #4343,Nurse,,,Black,,,8.68,8.68
ApeGang #4321,Magician,,,Brown,,,42.43,42.43
ApeGang #4295,,,,Grey,Flames,,11.56,5.78
ApeGang #4292,Grey Striped T-Shirt,,,Zebra,,,4.81,4.81
ApeGang #4276,,,,Grey,,Sad,11.370000000000001,5.6850000000000005
ApeGang #4260,Fireman,,,Tiger,,,5.17,5.17
ApeGang #4229,,,,Cream,,Monocle,11.850000000000001,5.925000000000001
ApeGang #4225,,,Bandana,Brown,,,44.29,22.145
ApeGang #4181,,,,Brown,,Squinting,44.03,22.015
ApeGang #4176,,,,Strong Dark Brown,Beard,,14.05,7.025
ApeGang #4168,,,Crown,Black,,,10.57,5.285
ApeGang #4167,,Silver Hoop,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #4150,,Silver Hoop,,White,,,4.02,4.02
ApeGang #4125,,,,Brown,Grillz,,46.21,23.105
ApeGang #4037,Indian,,,Zebra,,,4.81,4.81
ApeGang #4006,,,Groom,Strong Dark Brown,,,12.760000000000002,6.380000000000001
ApeGang #3999,,,Borsalino,Brown,,,44.53,22.265
ApeGang #3976,Mexican,,,Brown,,,42.43,42.43
ApeGang #3970,,,,Brown,,Gold Sunglasses,47.14,23.57
ApeGang #3949,Orange Hawaiian Shirt ,,,Brown,,,42.43,42.43
ApeGang #3931,,,,Strong Dark Brown,,Rainbow Sunglasses,12.72,6.36
ApeGang #3925,,,,Grey,Nose Ring,,11.33,5.665
ApeGang #3924,,,,Strong Dark Brown,Joint,,14.21,7.105
ApeGang #3904,,,Cowboy,Brown,,,44.269999999999996,22.134999999999998
ApeGang #3903,Hotel Porter,,,White,,,4.02,4.02
ApeGang #3878,,,,Rainbow,,Monocle,5.3500000000000005,2.6750000000000003
ApeGang #3864,,,,Strong Dark Brown,,Black Sunglasses,15.490000000000002,7.745000000000001
ApeGang #3801,,,Horn,Black,,,10.51,5.255
ApeGang #3775,,,Green Beanie,Brown,,,44.089999999999996,22.044999999999998
ApeGang #3760,Pirate,,,Brown,,,42.43,42.43
ApeGang #3745,Batman,,,Tiger,,,5.17,5.17
ApeGang #3741,Lab Coat,,,Grey,,,8.15,8.15
ApeGang #3718,,,,Grey,Cigarette,,11.38,5.69
ApeGang #3645,,,War Bonnet,Black,,,10.42,5.21
ApeGang #3613,Military,,,Strong Dark Brown,,,10.96,10.96
ApeGang #3583,,,Fireman,Black,,,10.05,5.025
ApeGang #3540,,,,Brown,,Crazy,45.89,22.945
ApeGang #3510,,,,Grey,,High,9.63,4.815
ApeGang #3457,,,,Cheetah,Beard,,6.029999999999999,3.0149999999999997
ApeGang #3365,,,,Strong Dark Brown,Joker,,12.670000000000002,6.335000000000001
ApeGang #3336,,,Brown Beanie,Black,,,10.55,5.275
ApeGang #3322,,,,Strong Dark Brown,,Heart,14.260000000000002,7.130000000000001
ApeGang #3285,,,,Strong Dark Brown,,Monocle,14.360000000000001,7.180000000000001
ApeGang #3267,,Gold Hoop,,Zebra,,,4.81,4.81
ApeGang #3234,,,,Grey,Joint,,11.4,5.7
ApeGang #3223,Red Hawaiian Shirt,,,Zebra,,,4.81,4.81
ApeGang #3220,,Bluetooth Earpiece,,Black,,,8.68,8.68
ApeGang #3213,,,,Grey,Grin Rainbow,,11.42,5.71
ApeGang #3199,,,,Brown,,Black Sunglasses,46.96,23.48
ApeGang #3195,,,Party,Tiger,,,6.97,3.485
ApeGang #3175,,,,Black,,Monocle,12.08,6.04
ApeGang #3146,,,,Brown,Shocked,,45.6,22.8
ApeGang #3140,Batman,,,Brown,,,42.43,42.43
ApeGang #3084,,,Stuntman Helmet,Cream,,,10.420000000000002,5.210000000000001
ApeGang #3000,,,,White,,Monocle,7.42,3.71
ApeGang #2998,,Diamond Stud,,Brown,,,42.43,42.43
ApeGang #2928,,,,Black,Tongue Out,,11.84,5.92
ApeGang #2883,,,,Red Devil,Joint,,4.87,2.435
ApeGang #2864,,,,Black,Flames,,12.09,6.045
ApeGang #276,,Airpods,,Brown,,,42.43,42.43
ApeGang #2803,Magician,,,Strong Dark Brown,,,10.96,10.96
ApeGang #2800,,,Brown Beanie,Brown,,,44.3,22.15
ApeGang #2763,,,,Tiger,Corn,,8.43,4.215
ApeGang #2758,,,,Brown,,Strabismus,43.92,21.96
ApeGang #2747,,,Chef's,Brown,,,44.31,22.155
ApeGang #2741,,,,Cream,Yawn,,11.740000000000002,5.870000000000001
ApeGang #2739,,Gold Hoop,,Strong Dark Brown,,,10.96,10.96
ApeGang #2700,,,Pirate,Strong Dark Brown,,,12.58,6.29
ApeGang #2643,,,,Cream,,Squinting,10.05,5.025
ApeGang #2620,,,,Cheetah,,Scar,6.41,3.205
ApeGang #2586,Blue Hoodie,,,Grey,,,8.15,8.15
ApeGang #2579,Black Tank Top,,,Brown,,,42.43,42.43
ApeGang #2551,Sheriff,,,Brown,,,42.43,42.43
ApeGang #2533,,,,Tiger,Joint,,8.42,4.21
ApeGang #2464,,,Hippie Bandana,Brown,,,44.25,22.125
ApeGang #2456,,,Viking Helmet,Black,,,10.55,5.275
ApeGang #2447,,,Horn,Brown,,,44.26,22.13
ApeGang #2367,Hippie,,,Brown,,,42.43,42.43
ApeGang #2344,,,Viking Helmet,Grey,,,10.02,5.01
ApeGang #2329,,,,Brown,,High,43.91,21.955
ApeGang #2325,Iron Man,,,Brown,,,42.43,42.43
ApeGang #2314,,,,Grey,Angry,,11.24,5.62
ApeGang #2224,,,,Strong Dark Brown,Shocked,,14.13,7.065
ApeGang #2211,,,,Zebra,Grillz,,8.59,4.295
ApeGang #2175,,,,Tiger,Grin Rainbow,,8.44,4.22
ApeGang #2156,,,Hotel Porter,Brown,,,44.07,22.035
ApeGang #2152,Nurse,,,Brown,,,42.43,42.43
ApeGang #2141,Winter Coat,,,White,,,4.02,4.02
ApeGang #2118,,,,Tiger,,Squinting,6.77,3.385
ApeGang #2087,Orange Striped T-Shirt,,,Black,,,8.68,8.68
ApeGang #2076,,,Hotel Porter,Strong Dark Brown,,,12.600000000000001,6.300000000000001
ApeGang #2072,White Tank Top,,,Brown,,,42.43,42.43
ApeGang #2070,,,,Tiger,,Laser,6.84,3.42
ApeGang #2066,Purple Hoodie,,,Brown,,,42.43,42.43
ApeGang #2048,Blue Hoodie,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #2016,,,,Strong Dark Brown,Baby Pacifier,,14.330000000000002,7.165000000000001
ApeGang #1991,,,Groom,Brown,,,44.23,22.115
ApeGang #1971,,,,Brown,Joker,,44.14,22.07
ApeGang #1956,Cop,,,Grey,,,8.15,8.15
ApeGang #1945,,,,Brown,Snake,,45.73,22.865
ApeGang #1912,,,Purple Beanie,Black,,,10.27,5.135
ApeGang #1904,,,,Grey,,Rainbow Sunglasses,9.91,4.955
ApeGang #1866,,,,Cream,Cigarette,,11.680000000000001,5.840000000000001
ApeGang #1810,Black Tank Top,,,White,,,4.02,4.02
ApeGang #1798,,,,Grey,,Eye Patch,11.51,5.755
ApeGang #1794,,,,Brown,Grin Gold,,45.519999999999996,22.759999999999998
ApeGang #1772,,,War Bonnet,Strong Dark Brown,,,12.700000000000001,6.3500000000000005
ApeGang #1771,,,Sushi Chef,Brown,,,44.24,22.12
ApeGang #1756,,,Iron Man,Brown,,,42.58,21.29
ApeGang #1736,,,Fireman,Brown,,,43.8,21.9
ApeGang #1715,,,Cop,Brown,,,44.38,22.19
ApeGang #1664,,,Stuntman Helmet,Brown,,,44.4,22.2
ApeGang #1655,,,Batman,Black,,,9.049999999999999,4.5249999999999995
ApeGang #1649,Joker,,,Brown,,,42.43,42.43
ApeGang #1628,,,,Rainbow,,Crazy,5.41,2.705
ApeGang #1607,,,,Brown,Flames,,45.839999999999996,22.919999999999998
ApeGang #1587,Pimp Coat,,,Strong Dark Brown,,,10.96,10.96
ApeGang #1548,,,,Black,,Round Glasses,12.16,6.08
ApeGang #1544,,,,Brown,,Hippie Glasses,45.839999999999996,22.919999999999998
ApeGang #1526,,Silver Hoop,,Black,,,8.68,8.68
ApeGang #1525,,,,Red Devil,,3D Glasses,4.77,2.385
ApeGang #1513,,,,Brown,Corn,,45.69,22.845
ApeGang #1475,Magician,,,Grey,,,8.15,8.15
ApeGang #1465,,,,Cream,Covid Mask,,11.350000000000001,5.675000000000001
ApeGang #1453,,,,Brown,Joint,,45.68,22.84
ApeGang #1450,Pimp Coat,,,Red Devil,,,1.6199999999999999,1.6199999999999999
ApeGang #1383,,,,Rainbow,Drool Rainbow,,5.21,2.605
ApeGang #1369,,,,Brown,Beard,,45.519999999999996,22.759999999999998
ApeGang #1346,,,War Bonnet,Brown,,,44.17,22.085
ApeGang #1326,Hotel Porter,,,Brown,,,42.43,42.43
ApeGang #1306,Indian,,,Brown,,,42.43,42.43
ApeGang #1298,,,,Zebra,,Bruised,8.26,4.13
ApeGang #1297,,,,White,,Diving Mask,5.6,2.8
ApeGang #1276,Sheriff,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #1255,,,,Brown,Covid Mask,,45.33,22.665
ApeGang #1230,,,,Black,Joker,,10.39,5.195
ApeGang #1221,,Airpods,,Grey,,,8.15,8.15
ApeGang #1212,Yellow NBA Jersey,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #1201,,,Fisherman,Brown,,,44.41,22.205
ApeGang #1195,,,,Zebra,Nose Ring,,7.99,3.995
ApeGang #1184,,,Laurel,Black,,,10.77,5.385
ApeGang #1182,,,Laurel,Brown,,,44.519999999999996,22.259999999999998
ApeGang #1169,,,,Grey,Corn,,11.41,5.705
ApeGang #1161,,,Top Hat,Black,,,10.36,5.18
ApeGang #1134,,,,White,,3D Glasses,7.17,3.585
ApeGang #1127,,,,Brown,,Scar,45.9,22.95
ApeGang #1117,Hotel Porter,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #1108,,,,Black,Cigarette,,11.91,5.955
ApeGang #1061,,,Pirate,Brown,,,44.05,22.025
ApeGang #1059,Grey Striped T-Shirt,,,Brown,,,42.43,42.43
ApeGang #1053,Pirate,,,Tiger,,,5.17,5.17
ApeGang #1040,,,,Black,,Crazy,12.14,6.07
ApeGang #1031,Red Hawaiian Shirt,,,Brown,,,42.43,42.43
ApeGang #1012,Military,,,Brown,,,42.43,42.43
ApeGang #991,,,,Brown,,3D Glasses,45.58,22.79
ApeGang #980,,,,Brown,Drool Rainbow,,45.69,22.845
ApeGang #950,,,,Brown,Angry,,45.519999999999996,22.759999999999998
ApeGang #945,Orange Striped T-Shirt,,,Brown,,,42.43,42.43
ApeGang #909,,,,Brown,Smoke Pipe,,45.54,22.77
ApeGang #905,,,,Zebra,Smoke Pipe,,7.92,3.96
ApeGang #890,,,,Brown,Baby Pacifier,,45.8,22.9
ApeGang #882,,,,Cheetah,,Devil,4.57,2.285
ApeGang #817,Lumberjack,,,Brown,,,42.43,42.43
ApeGang #816,,,Party,Brown,,,44.23,22.115
ApeGang #811,,,,White,,Bruised,7.47,3.735
ApeGang #809,Groom,,,Strong Dark Brown,,,10.96,10.96
ApeGang #800,,,Batman,Red Devil,,,1.9899999999999998,0.9949999999999999
ApeGang #782,Angel Wings,,,Zebra,,,4.81,4.81
ApeGang #776,,,Headphone,Brown,,,44.43,22.215
ApeGang #731,,,,Brown,,Round Glasses,45.91,22.955
ApeGang #717,Toga,,,Grey,,,8.15,8.15
ApeGang #699,,,,Black,,Alien,10.35,5.175
ApeGang #689,Red Hawaiian Shirt,,,Robot,,,0.35000000000000003,0.35000000000000003
ApeGang #661,,,,Strong Dark Brown,,Albino,12.66,6.33
ApeGang #596,,,,Brown,,Heart,45.73,22.865
ApeGang #560,,,,Alien,Oh,,2.98,1.49
ApeGang #549,Red NBA Jersey,,,Brown,,,42.43,42.43
ApeGang #547,,,,Brown,Nose Ring,,45.61,22.805
ApeGang #509,,,,Robot,,Heart,3.6500000000000004,1.8250000000000002
ApeGang #484,,,,Rainbow,,Closed,4.97,2.485
ApeGang #474,Groom,,,Brown,,,42.43,42.43
ApeGang #454,Toga,,,Brown,,,42.43,42.43
ApeGang #427,,Bluetooth Earpiece,,Brown,,,42.43,42.43
ApeGang #399,Yellow NBA Jersey,,,Brown,,,42.43,42.43
ApeGang #384,,,,Strong Dark Brown,,Hippie Glasses,14.370000000000001,7.1850000000000005
ApeGang #356,,,,Brown,Mustache,,45.45,22.725
ApeGang #336,Purple Hoodie,,,Cream,,,8.450000000000001,8.450000000000001
ApeGang #322,,,,Strong Dark Brown,,Blind,12.4,6.2
ApeGang #287,,,Red NBA Headband,Brown,,,44.45,22.225
ApeGang #246,,,,Strong Dark Brown,Nose Ring,,14.14,7.07
ApeGang #238,Blue Hoodie,,,Brown,,,42.43,42.43
ApeGang #226,Fireman,,,Cheetah,,,2.94,2.94
ApeGang #224,Lab Coat,,,Brown,,,42.43,42.43
ApeGang #220,,,,Brown,Yawn,,45.72,22.86
ApeGang #188,Angel Wings,,,Red Devil,,,1.6199999999999999,1.6199999999999999
ApeGang #174,,,Chef's,Black,,,10.56,5.28
ApeGang #173,,,,Strong Dark Brown,,Bruised,14.41,7.205
ApeGang #152,,,Magician,Brown,,,44.56,22.28
ApeGang #150,,,Fireman,Cheetah,,,4.3100000000000005,2.1550000000000002
ApeGang #118,Prison Jumpsuit,,,Brown,,,42.43,42.43
ApeGang #112,Pimp Coat,,,Brown,,,42.43,42.43
ApeGang #87,White Tank Top,,,White,,,4.02,4.02
ApeGang #66,Red NBA Jersey,,,Strong Dark Brown,,,10.96,10.96
ApeGang #47,,,Brain,Brown,,,44.519999999999996,22.259999999999998
ApeGang #40,,,,Brown,,Robot,45.089999999999996,22.544999999999998
ApeGang #38,,,,Brown,,Monocle,45.83,22.915
ApeGang #5,Banana Shirt,,,Strong Dark Brown,,,10.96,10.96
